"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1",-0.248700891342675,0.53515907508069,-0.137781906387925,0.0760295652030071,0.639889867505708,0.139958585474216,0.111418577256861,-0.119116275962523,0.183635369090535,-0.235600816611687,0.216221138739403,-0.188033968587794
"2",-0.273436831053058,-0.0276147677791018,-0.523925796006059,-0.106314912885162,-0.0309126084907299,-0.708952031085908,0.167649814081218,0.179603164865259,0.143072625256279,0.202468573184517,0.0208709034864978,-0.113302255179434
"3",-0.280898181152178,-0.0742835222441791,-0.361022747829664,-0.633155646812277,-0.0477861732649673,0.457351080524941,0.0737334744209454,-0.283755167736783,0.00742444236574126,0.213803049859138,-0.152903163683959,0.133421433770642
"4",-0.258844458498179,0.492103043650668,0.0977369275902263,0.226585056037622,-0.523334534040365,-0.0493947578008923,0.379132242123019,-0.345821327634798,-0.293299860610106,0.0556492404602339,0.00118085030266789,0.0341362155673859
"5",-0.274074468823814,0.0527806805017099,-0.471625123184562,0.44120730452342,-0.200980547919726,0.220078853796264,-0.599753857987957,0.0950583749748219,-0.0761425269090352,-0.127478198740161,-0.15929933980654,0.00314965798695542
"6",-0.237510619507372,0.453324251717052,0.415188170866107,-0.416974089037466,-0.17137668163658,-0.143184448947302,-0.458247656289712,0.294592988532355,0.19233641113159,0.0696337639971625,-0.0529855873011146,0.0232356376510012
"7",-0.294595064214071,-0.273637979095668,0.270650627094595,0.13583666348479,0.100302323715689,-0.258747485697361,-0.188787872074051,-0.64268050837411,0.362176031770866,-0.0554991133684965,-0.294408445820401,-0.00384277447666735
"8",-0.31666342343951,-0.0194108467693019,0.18770831489564,0.221107150455386,0.402402784914537,0.0308321256324911,0.152749434672943,0.293615771340947,-0.279527692446516,0.389479822344262,-0.441200426742678,0.343970057058833
"9",-0.312182948549229,-0.248202018000229,0.172767973855458,-0.144608391223475,0.102886089438945,-0.0380468225326238,-0.13755488269285,-0.0287458315349407,-0.590166809409696,-0.00952047373506092,0.138567381873336,-0.625146388405966
"10",-0.322510547054005,-0.195414525336103,0.0363123262954032,-0.141680334546393,0.0138566187754893,-0.149077959289203,0.0270905758011469,0.0596549810376108,-0.221179265732239,-0.594541995582477,0.293087829113744,0.566920118291121
"11",-0.312806956259939,-0.190556193827177,0.116580397965205,0.0547896202701331,-0.231123889342309,0.254016923717943,0.402304632373647,0.38805177038617,0.367079051480671,-0.345849000978345,-0.263703205042757,-0.308177332193578
"12",-0.315541441882166,-0.213337287527291,0.136279054119789,0.225458931253622,-0.0864598439508511,0.202866934702406,-0.0113331739772238,0.0583595188832446,0.275074527543807,0.45346836575681,0.667288075557688,0.0823382512341062
